22.32;-65.973
22.343;-66.089
22.366;-66.205
22.389;-66.32
22.412;-66.436
22.427;-65.948
22.435;-66.552
22.45;-66.064
22.458;-66.668
22.473;-66.18
22.481;-66.784
22.496;-66.296
22.503;-66.9
22.519;-66.411
22.526;-67.016
22.534;-65.923
22.542;-66.527
22.548;-67.132
22.557;-66.039
22.565;-66.643
22.57;-67.248
22.58;-66.155
22.588;-66.76
22.593;-67.364
22.603;-66.271
22.61;-66.876
22.615;-67.481
22.626;-66.387
22.633;-66.992
22.637;-67.597
22.641;-65.898
22.649;-66.503
22.655;-67.108
22.659;-67.713
22.664;-66.014
22.672;-66.619
22.678;-67.224
22.68;-67.829
22.687;-66.13
22.695;-66.735
22.7;-67.34
22.702;-67.946
22.711;-66.246
22.717;-66.851
22.722;-67.457
22.724;-68.062
22.734;-66.362
22.74;-66.967
22.744;-67.573
22.745;-68.179
22.748;-65.872
22.756;-66.478
22.762;-67.084
22.766;-67.689
22.767;-68.295
22.771;-65.988
22.779;-66.594
22.785;-67.2
22.788;-68.412
22.788;-67.806
22.794;-66.104
22.802;-66.71
22.807;-67.316
22.81;-68.528
22.81;-67.922
22.818;-66.221
22.825;-66.827
22.829;-67.433
22.831;-68.645
22.831;-68.039
22.841;-66.337
22.847;-66.943
22.851;-67.549
22.852;-68.761
22.853;-68.155
22.855;-65.847
22.864;-66.453
22.87;-67.059
22.873;-68.878
22.873;-67.666
22.874;-68.272
22.878;-65.963
22.886;-66.569
22.892;-67.176
22.894;-68.995
22.895;-67.782
22.896;-68.389
22.902;-66.079
22.908;-120.928
22.909;-66.686
22.914;-67.292
22.915;-69.112
22.917;-68.505
22.917;-67.899
22.925;-66.196
22.929;-120.811
22.932;-66.802
22.936;-69.229
22.937;-67.409
22.938;-68.622
22.939;-68.015
22.948;-66.312
22.949;-120.694
22.954;-66.919
22.956;-69.345
22.959;-68.739
22.959;-67.525
22.96;-68.132
22.962;-65.822
22.97;-120.577
22.971;-66.428
22.977;-69.462
22.977;-67.035
22.981;-68.855
22.981;-67.642
22.982;-68.249
22.985;-65.938
22.99;-120.46
22.994;-66.545
22.997;-69.579
22.999;-67.151
23.001;-68.972
23.003;-68.365
23.003;-67.758
23.009;-66.054
23.011;-120.343
23.015;-120.95
23.016;-66.661
23.018;-69.696
23.022;-69.089
23.022;-67.268
23.024;-67.875
23.025;-68.482
23.031;-120.226
23.032;-66.171
23.036;-120.833
23.038;-69.813
23.039;-66.778
23.043;-69.206
23.044;-67.385
23.046;-68.599
23.046;-67.992
23.051;-120.109
23.055;-66.287
23.057;-120.716
23.058;-69.93
23.062;-66.894
23.064;-69.323
23.066;-67.501
23.067;-68.716
23.068;-68.108
23.069;-65.796
23.071;-119.992
23.077;-120.599
23.078;-70.047
23.078;-66.403
23.084;-69.44
23.084;-67.011
23.088;-68.833
23.088;-67.618
23.089;-68.225
23.091;-119.875
23.092;-65.912
23.098;-120.482
23.098;-70.164
23.101;-66.52
23.105;-69.557
23.107;-67.127
23.109;-68.949
23.11;-67.735
23.111;-119.758
23.111;-68.342
23.116;-66.029
23.118;-120.365
23.118;-70.281
23.123;-120.973
23.124;-66.636
23.125;-69.674
23.129;-67.244
23.13;-69.066
23.131;-119.641
23.132;-68.459
23.132;-67.851
23.138;-70.399
23.139;-120.248
23.139;-66.145
23.144;-120.856
23.146;-69.791
23.146;-66.753
23.151;-119.524
23.151;-69.183
23.151;-67.36
23.153;-68.576
23.153;-67.968
23.158;-70.516
23.159;-120.131
23.162;-66.262
23.164;-120.739
23.166;-69.908
23.169;-66.87
23.171;-119.406
23.171;-69.3
23.173;-67.477
23.175;-68.693
23.175;-68.085
23.176;-65.771
23.177;-70.633
23.179;-120.014
23.185;-120.622
23.185;-66.378
23.186;-70.025
23.19;-119.289
23.191;-66.986
23.192;-69.418
23.195;-67.594
23.196;-68.81
23.197;-70.75
23.197;-68.202
23.199;-119.897
23.199;-65.887
23.206;-120.505
23.206;-70.143
23.208;-66.495
23.21;-119.172
23.213;-69.535
23.214;-67.103
23.216;-70.868
23.217;-68.927
23.217;-67.711
23.218;-68.319
23.219;-119.78
23.223;-66.004
23.226;-120.388
23.226;-70.26
23.229;-119.054
23.23;-120.996
23.231;-66.612
23.233;-69.652
23.236;-70.985
23.236;-67.22
23.237;-69.044
23.239;-119.662
23.239;-67.828
23.24;-68.436
23.246;-120.27
23.246;-70.377
23.246;-66.12
23.248;-118.937
23.251;-120.878
23.253;-69.769
23.253;-66.728
23.255;-71.102
23.258;-69.161
23.258;-67.336
23.259;-119.545
23.261;-68.553
23.261;-67.945
23.265;-70.494
23.267;-120.153
23.268;-118.82
23.269;-66.237
23.272;-120.761
23.273;-69.886
23.274;-71.22
23.276;-66.845
23.278;-119.428
23.279;-69.278
23.281;-67.453
23.282;-68.67
23.283;-68.061
23.283;-65.745
23.285;-70.612
23.287;-120.036
23.287;-118.702
23.292;-66.353
23.293;-120.644
23.293;-71.337
23.294;-70.004
23.298;-119.31
23.299;-66.962
23.3;-69.395
23.303;-68.787
23.303;-67.57
23.304;-68.178
23.305;-70.729
23.306;-118.585
23.307;-119.919
23.307;-65.862
23.312;-71.455
23.313;-120.527
23.314;-70.121
